CountryID,Year,Population
ABW,2021,109271
ABW,2022,110331
ABW,2023,111392
ABW,2024,112452
ABW,2025,113513
ABW,2026,114573
ABW,2027,115633
ABW,2028,116694
ABW,2029,117754
ABW,2030,118815
AFG,2021,33298046
AFG,2022,33777976
AFG,2023,34257907
AFG,2024,34737838
AFG,2025,35217768
AFG,2026,35697699
AFG,2027,36177629
AFG,2028,36657560
AFG,2029,37137491
AFG,2030,37617421
AGO,2021,27703838
AGO,2022,28147348
AGO,2023,28590858
AGO,2024,29034368
AGO,2025,29477879
AGO,2026,29921389
AGO,2027,30364899
AGO,2028,30808409
AGO,2029,31251919
AGO,2030,31695429
ALB,2021,3337913
ALB,2022,3357434
ALB,2023,3376956
ALB,2024,3396478
ALB,2025,3415999
ALB,2026,3435521
ALB,2027,3455043
ALB,2028,3474564
ALB,2029,3494086
ALB,2030,3513608
AND,2021,92396
AND,2022,93701
AND,2023,95007
AND,2024,96312
AND,2025,97618
AND,2026,98923
AND,2027,100229
AND,2028,101534
AND,2029,102840
AND,2030,104145
ARE,2021,8482222
ARE,2022,8655951
ARE,2023,8829679
ARE,2024,9003408
ARE,2025,9177137
ARE,2026,9350866
ARE,2027,9524595
ARE,2028,9698324
ARE,2029,9872053
ARE,2030,10045782
ARG,2021,45650904
ARG,2022,46075217
ARG,2023,46499531
ARG,2024,46923844
ARG,2025,47348158
ARG,2026,47772471
ARG,2027,48196785
ARG,2028,48621098
ARG,2029,49045412
ARG,2030,49469726
ARM,2021,3267984
ARM,2022,3278529
ARM,2023,3289074
ARM,2024,3299619
ARM,2025,3310164
ARM,2026,3320709
ARM,2027,3331254
ARM,2028,3341799
ARM,2029,3352344
ARM,2030,3362889
ASM,2021,66192
ASM,2022,66926
ASM,2023,67660
ASM,2024,68394
ASM,2025,69128
ASM,2026,69862
ASM,2027,70596
ASM,2028,71330
ASM,2029,72064
ASM,2030,72798
ATG,2021,92177
ATG,2022,92858
ATG,2023,93539
ATG,2024,94220
ATG,2025,94900
ATG,2026,95581
ATG,2027,96262
ATG,2028,96942
ATG,2029,97623
ATG,2030,98304
AUS,2021,24741970
AUS,2022,24984944
AUS,2023,25227918
AUS,2024,25470891
AUS,2025,25713865
AUS,2026,25956838
AUS,2027,26199812
AUS,2028,26442785
AUS,2029,26685759
AUS,2030,26928732
AUT,2021,8673049
AUT,2022,8699591
AUT,2023,8726134
AUT,2024,8752677
AUT,2025,8779220
AUT,2026,8805763
AUT,2027,8832306
AUT,2028,8858849
AUT,2029,8885392
AUT,2030,8911935
AZE,2021,10167184
AZE,2022,10265881
AZE,2023,10364577
AZE,2024,10463274
AZE,2025,10561970
AZE,2026,10660667
AZE,2027,10759363
AZE,2028,10858060
AZE,2029,10956757
AZE,2030,11055453
BDI,2021,10115089
BDI,2022,10252904
BDI,2023,10390720
BDI,2024,10528535
BDI,2025,10666351
BDI,2026,10804166
BDI,2027,10941982
BDI,2028,11079797
BDI,2029,11217613
BDI,2030,11355428
BEL,2021,11196609
BEL,2022,11230135
BEL,2023,11263661
BEL,2024,11297187
BEL,2025,11330713
BEL,2026,11364239
BEL,2027,11397764
BEL,2028,11431290
BEL,2029,11464816
BEL,2030,11498342
BEN,2021,10738774
BEN,2022,10899483
BEN,2023,11060192
BEN,2024,11220901
BEN,2025,11381610
BEN,2026,11542319
BEN,2027,11703028
BEN,2028,11863737
BEN,2029,12024446
BEN,2030,12185155
BFA,2021,18103362
BFA,2022,18361656
BFA,2023,18619950
BFA,2024,18878245
BFA,2025,19136539
BFA,2026,19394834
BFA,2027,19653128
BFA,2028,19911422
BFA,2029,20169717
BFA,2030,20428011
BGD,2021,169084527
BGD,2022,171167618
BGD,2023,173250709
BGD,2024,175333800
BGD,2025,177416891
BGD,2026,179499981
BGD,2027,181583072
BGD,2028,183666163
BGD,2029,185749254
BGD,2030,187832345
BGR,2021,7412448
BGR,2022,7386692
BGR,2023,7360936
BGR,2024,7335180
BGR,2025,7309425
BGR,2026,7283669
BGR,2027,7257913
BGR,2028,7232157
BGR,2029,7206401
BGR,2030,7180645
BHR,2021,1367158
BHR,2022,1391040
BHR,2023,1414922
BHR,2024,1438803
BHR,2025,1462685
BHR,2026,1486567
BHR,2027,1510449
BHR,2028,1534331
BHR,2029,1558213
BHR,2030,1582094
BHS,2021,400548
BHS,2022,405180
BHS,2023,409812
BHS,2024,414444
BHS,2025,419077
BHS,2026,423709
BHS,2027,428341
BHS,2028,432973
BHS,2029,437605
BHS,2030,442237
BIH,2021,3708125
BIH,2022,3703147
BIH,2023,3698169
BIH,2024,3693191
BIH,2025,3688213
BIH,2026,3683235
BIH,2027,3678257
BIH,2028,3673278
BIH,2029,3668300
BIH,2030,3663322
BLR,2021,10022395
BLR,2022,10037198
BLR,2023,10052001
BLR,2024,10066804
BLR,2025,10081606
BLR,2026,10096409
BLR,2027,10111212
BLR,2028,10126015
BLR,2029,10140818
BLR,2030,10155621
BLZ,2021,367481
BLZ,2022,372583
BLZ,2023,377686
BLZ,2024,382788
BLZ,2025,387891
BLZ,2026,392993
BLZ,2027,398095
BLZ,2028,403198
BLZ,2029,408300
BLZ,2030,413402
BMU,2021,67482
BMU,2022,67780
BMU,2023,68079
BMU,2024,68378
BMU,2025,68676
BMU,2026,68975
BMU,2027,69273
BMU,2028,69572
BMU,2029,69870
BMU,2030,70169
BOL,2021,11435113
BOL,2022,11573324
BOL,2023,11711535
BOL,2024,11849745
BOL,2025,11987956
BOL,2026,12126167
BOL,2027,12264378
BOL,2028,12402589
BOL,2029,12540799
BOL,2030,12679010
BRA,2021,222937392
BRA,2022,225404974
BRA,2023,227872556
BRA,2024,230340138
BRA,2025,232807720
BRA,2026,235275301
BRA,2027,237742883
BRA,2028,240210465
BRA,2029,242678047
BRA,2030,245145629
BRB,2021,291960
BRB,2022,292963
BRB,2023,293965
BRB,2024,294968
BRB,2025,295971
BRB,2026,296973
BRB,2027,297976
BRB,2028,298979
BRB,2029,299981
BRB,2030,300984
BRN,2021,457968
BRN,2022,464335
BRN,2023,470702
BRN,2024,477068
BRN,2025,483435
BRN,2026,489801
BRN,2027,496168
BRN,2028,502535
BRN,2029,508901
BRN,2030,515268
BTN,2021,792648
BTN,2022,802108
BTN,2023,811567
BTN,2024,821026
BTN,2025,830485
BTN,2026,839944
BTN,2027,849403
BTN,2028,858863
BTN,2029,868322
BTN,2030,877781
BWA,2021,2318632
BWA,2022,2351537
BWA,2023,2384442
BWA,2024,2417347
BWA,2025,2450252
BWA,2026,2483157
BWA,2027,2516062
BWA,2028,2548967
BWA,2029,2581873
BWA,2030,2614778
CAF,2021,4880988
CAF,2022,4942135
CAF,2023,5003283
CAF,2024,5064430
CAF,2025,5125578
CAF,2026,5186725
CAF,2027,5247873
CAF,2028,5309020
CAF,2029,5370168
CAF,2030,5431315
CAN,2021,37608884
CAN,2022,37929426
CAN,2023,38249968
CAN,2024,38570510
CAN,2025,38891052
CAN,2026,39211594
CAN,2027,39532136
CAN,2028,39852677
CAN,2029,40173219
CAN,2030,40493761
CHE,2021,8326979
CHE,2022,8373787
CHE,2023,8420596
CHE,2024,8467404
CHE,2025,8514213
CHE,2026,8561021
CHE,2027,8607830
CHE,2028,8654638
CHE,2029,8701446
CHE,2030,8748255
CHI,2021,170385
CHI,2022,171381
CHI,2023,172377
CHI,2024,173373
CHI,2025,174368
CHI,2026,175364
CHI,2027,176360
CHI,2028,177356
CHI,2029,178351
CHI,2030,179347
CHL,2021,19101956
CHL,2022,19285878
CHL,2023,19469799
CHL,2024,19653721
CHL,2025,19837642
CHL,2026,20021563
CHL,2027,20205485
CHL,2028,20389406
CHL,2029,20573328
CHL,2030,20757249
CHN,2021,1497886481
CHN,2022,1510895601
CHN,2023,1523904721
CHN,2024,1536913841
CHN,2025,1549922961
CHN,2026,1562932081
CHN,2027,1575941201
CHN,2028,1588950321
CHN,2029,1601959441
CHN,2030,1614968561
CIV,2021,24805748
CIV,2022,25195504
CIV,2023,25585260
CIV,2024,25975015
CIV,2025,26364771
CIV,2026,26754526
CIV,2027,27144282
CIV,2028,27534038
CIV,2029,27923793
CIV,2030,28313549
CMR,2021,23903697
CMR,2022,24256391
CMR,2023,24609085
CMR,2024,24961780
CMR,2025,25314474
CMR,2026,25667169
CMR,2027,26019863
CMR,2028,26372557
CMR,2029,26725252
CMR,2030,27077946
COD,2021,76533322
COD,2022,77700978
COD,2023,78868634
COD,2024,80036290
COD,2025,81203946
COD,2026,82371602
COD,2027,83539258
COD,2028,84706914
COD,2029,85874570
COD,2030,87042226
COG,2021,4942339
COG,2022,5016108
COG,2023,5089877
COG,2024,5163646
COG,2025,5237416
COG,2026,5311185
COG,2027,5384954
COG,2028,5458724
COG,2029,5532493
COG,2030,5606262
COL,2021,51617658
COL,2022,52209858
COL,2023,52802058
COL,2024,53394257
COL,2025,53986457
COL,2026,54578656
COL,2027,55170856
COL,2028,55763056
COL,2029,56355255
COL,2030,56947455
COM,2021,806397
COM,2022,817967
COM,2023,829537
COM,2024,841108
COM,2025,852678
COM,2026,864248
COM,2027,875818
COM,2028,887389
COM,2029,898959
COM,2030,910529
CPV,2021,550658
CPV,2022,556682
CPV,2023,562706
CPV,2024,568731
CPV,2025,574755
CPV,2026,580779
CPV,2027,586803
CPV,2028,592827
CPV,2029,598851
CPV,2030,604875
CRI,2021,5271294
CRI,2022,5338731
CRI,2023,5406168
CRI,2024,5473606
CRI,2025,5541043
CRI,2026,5608480
CRI,2027,5675917
CRI,2028,5743355
CRI,2029,5810792
CRI,2030,5878229
CUB,2021,12183102
CUB,2022,12248328
CUB,2023,12313554
CUB,2024,12378780
CUB,2025,12444006
CUB,2026,12509232
CUB,2027,12574458
CUB,2028,12639684
CUB,2029,12704910
CUB,2030,12770136
CUW,2021,151458
CUW,2022,151658
CUW,2023,151858
CUW,2024,152058
CUW,2025,152259
CUW,2026,152459
CUW,2027,152659
CUW,2028,152859
CUW,2029,153059
CUW,2030,153259
CYM,2021,65280
CYM,2022,66400
CYM,2023,67520
CYM,2024,68641
CYM,2025,69761
CYM,2026,70881
CYM,2027,72001
CYM,2028,73122
CYM,2029,74242
CYM,2030,75362
CYP,2021,1199290
CYP,2022,1211225
CYP,2023,1223160
CYP,2024,1235095
CYP,2025,1247029
CYP,2026,1258964
CYP,2027,1270899
CYP,2028,1282834
CYP,2029,1294768
CYP,2030,1306703
CZE,2021,10633350
CZE,2022,10646499
CZE,2023,10659649
CZE,2024,10672798
CZE,2025,10685947
CZE,2026,10699096
CZE,2027,10712245
CZE,2028,10725394
CZE,2029,10738543
CZE,2030,10751692
DEU,2021,83648539
DEU,2022,83778899
DEU,2023,83909260
DEU,2024,84039621
DEU,2025,84169981
DEU,2026,84300342
DEU,2027,84430702
DEU,2028,84561063
DEU,2029,84691424
DEU,2030,84821784
DJI,2021,1036557
DJI,2022,1053073
DJI,2023,1069588
DJI,2024,1086103
DJI,2025,1102619
DJI,2026,1119134
DJI,2027,1135649
DJI,2028,1152165
DJI,2029,1168680
DJI,2030,1185195
DMA,2021,72352
DMA,2022,72403
DMA,2023,72454
DMA,2024,72505
DMA,2025,72556
DMA,2026,72607
DMA,2027,72658
DMA,2028,72709
DMA,2029,72760
DMA,2030,72811
DNK,2021,5745039
DNK,2022,5762151
DNK,2023,5779262
DNK,2024,5796373
DNK,2025,5813484
DNK,2026,5830596
DNK,2027,5847707
DNK,2028,5864818
DNK,2029,5881929
DNK,2030,5899041
DOM,2021,11109682
DOM,2022,11238596
DOM,2023,11367510
DOM,2024,11496424
DOM,2025,11625338
DOM,2026,11754252
DOM,2027,11883166
DOM,2028,12012080
DOM,2029,12140994
DOM,2030,12269908
DZA,2021,42611172
DZA,2022,43161287
DZA,2023,43711402
DZA,2024,44261517
DZA,2025,44811631
DZA,2026,45361746
DZA,2027,45911861
DZA,2028,46461976
DZA,2029,47012091
DZA,2030,47562205
ECU,2021,17394940
ECU,2022,17618240
ECU,2023,17841539
ECU,2024,18064839
ECU,2025,18288138
ECU,2026,18511438
ECU,2027,18734738
ECU,2028,18958037
ECU,2029,19181337
ECU,2030,19404636
EGY,2021,96709584
EGY,2022,97956622
EGY,2023,99203659
EGY,2024,100450697
EGY,2025,101697734
EGY,2026,102944772
EGY,2027,104191809
EGY,2028,105438846
EGY,2029,106685884
EGY,2030,107932921
ERI,2021,3386932
ERI,2022,3427105
ERI,2023,3467278
ERI,2024,3507451
ERI,2025,3547624
ERI,2026,3587796
ERI,2027,3627969
ERI,2028,3668142
ERI,2029,3708315
ERI,2030,3748488
ESP,2021,48037024
ESP,2022,48316635
ESP,2023,48596247
ESP,2024,48875859
ESP,2025,49155470
ESP,2026,49435082
ESP,2027,49714694
ESP,2028,49994305
ESP,2029,50273917
ESP,2030,50553529
EST,2021,1385391
EST,2022,1384880
EST,2023,1384368
EST,2024,1383857
EST,2025,1383346
EST,2026,1382834
EST,2027,1382323
EST,2028,1381812
EST,2029,1381300
EST,2030,1380789
ETH,2021,102542170
ETH,2022,104073068
ETH,2023,105603965
ETH,2024,107134863
ETH,2025,108665761
ETH,2026,110196658
ETH,2027,111727556
ETH,2028,113258454
ETH,2029,114789351
ETH,2030,116320249
FIN,2021,5562563
FIN,2022,5580925
FIN,2023,5599287
FIN,2024,5617649
FIN,2025,5636011
FIN,2026,5654373
FIN,2027,5672735
FIN,2028,5691097
FIN,2029,5709459
FIN,2030,5727821
FJI,2021,957549
FJI,2022,965723
FJI,2023,973897
FJI,2024,982072
FJI,2025,990246
FJI,2026,998421
FJI,2027,1006595
FJI,2028,1014769
FJI,2029,1022944
FJI,2030,1031118
FRA,2021,68311888
FRA,2022,68639181
FRA,2023,68966473
FRA,2024,69293765
FRA,2025,69621057
FRA,2026,69948349
FRA,2027,70275641
FRA,2028,70602933
FRA,2029,70930225
FRA,2030,71257517
FRO,2021,50996
FRO,2022,51211
FRO,2023,51426
FRO,2024,51640
FRO,2025,51855
FRO,2026,52070
FRO,2027,52285
FRO,2028,52499
FRO,2029,52714
FRO,2030,52929
FSM,2021,124351
FSM,2022,125544
FSM,2023,126738
FSM,2024,127931
FSM,2025,129124
FSM,2026,130317
FSM,2027,131511
FSM,2028,132704
FSM,2029,133897
FSM,2030,135091
GAB,2021,1921819
GAB,2022,1949340
GAB,2023,1976861
GAB,2024,2004383
GAB,2025,2031904
GAB,2026,2059425
GAB,2027,2086946
GAB,2028,2114467
GAB,2029,2141989
GAB,2030,2169510
GBR,2021,64585956
GBR,2022,64785831
GBR,2023,64985707
GBR,2024,65185582
GBR,2025,65385457
GBR,2026,65585333
GBR,2027,65785208
GBR,2028,65985083
GBR,2029,66184959
GBR,2030,66384834
GEO,2021,3976751
GEO,2022,3969837
GEO,2023,3962923
GEO,2024,3956009
GEO,2025,3949095
GEO,2026,3942181
GEO,2027,3935267
GEO,2028,3928353
GEO,2029,3921439
GEO,2030,3914525
GHA,2021,28734516
GHA,2022,29140997
GHA,2023,29547478
GHA,2024,29953958
GHA,2025,30360439
GHA,2026,30766920
GHA,2027,31173401
GHA,2028,31579881
GHA,2029,31986362
GHA,2030,32392843
GIB,2021,34393
GIB,2022,34529
GIB,2023,34665
GIB,2024,34801
GIB,2025,34937
GIB,2026,35073
GIB,2027,35209
GIB,2028,35345
GIB,2029,35481
GIB,2030,35617
GIN,2021,11809395
GIN,2022,11966635
GIN,2023,12123876
GIN,2024,12281116
GIN,2025,12438356
GIN,2026,12595596
GIN,2027,12752837
GIN,2028,12910077
GIN,2029,13067317
GIN,2030,13224558
GMB,2021,2132233
GMB,2022,2166324
GMB,2023,2200416
GMB,2024,2234507
GMB,2025,2268598
GMB,2026,2302689
GMB,2027,2336780
GMB,2028,2370872
GMB,2029,2404963
GMB,2030,2439054
GNB,2021,1739639
GNB,2022,1761208
GNB,2023,1782777
GNB,2024,1804346
GNB,2025,1825916
GNB,2026,1847485
GNB,2027,1869054
GNB,2028,1890623
GNB,2029,1912192
GNB,2030,1933761
GNQ,2021,1097736
GNQ,2022,1115493
GNQ,2023,1133250
GNQ,2024,1151008
GNQ,2025,1168765
GNQ,2026,1186522
GNQ,2027,1204279
GNQ,2028,1222037
GNQ,2029,1239794
GNQ,2030,1257551
GRC,2021,11549398
GRC,2022,11598781
GRC,2023,11648164
GRC,2024,11697547
GRC,2025,11746930
GRC,2026,11796313
GRC,2027,11845696
GRC,2028,11895079
GRC,2029,11944462
GRC,2030,11993845
GRD,2021,110107
GRD,2022,110453
GRD,2023,110799
GRD,2024,111145
GRD,2025,111491
GRD,2026,111836
GRD,2027,112182
GRD,2028,112528
GRD,2029,112874
GRD,2030,113220
GRL,2021,61519
GRL,2022,61832
GRL,2023,62145
GRL,2024,62459
GRL,2025,62772
GRL,2026,63085
GRL,2027,63398
GRL,2028,63712
GRL,2029,64025
GRL,2030,64338
GTM,2021,16404035
GTM,2022,16624245
GTM,2023,16844455
GTM,2024,17064665
GTM,2025,17284875
GTM,2026,17505086
GTM,2027,17725296
GTM,2028,17945506
GTM,2029,18165716
GTM,2030,18385926
GUM,2021,183560
GUM,2022,185441
GUM,2023,187321
GUM,2024,189201
GUM,2025,191082
GUM,2026,192962
GUM,2027,194842
GUM,2028,196723
GUM,2029,198603
GUM,2030,200483
GUY,2021,791150
GUY,2022,792804
GUY,2023,794457
GUY,2024,796111
GUY,2025,797764
GUY,2026,799417
GUY,2027,801071
GUY,2028,802724
GUY,2029,804378
GUY,2030,806031
HKG,2021,7983779
HKG,2022,8059211
HKG,2023,8134642
HKG,2024,8210073
HKG,2025,8285504
HKG,2026,8360935
HKG,2027,8436366
HKG,2028,8511797
HKG,2029,8587228
HKG,2030,8662659
HND,2021,9614185
HND,2022,9752207
HND,2023,9890229
HND,2024,10028252
HND,2025,10166274
HND,2026,10304297
HND,2027,10442319
HND,2028,10580342
HND,2029,10718364
HND,2030,10856387
HRV,2021,4318272
HRV,2022,4314392
HRV,2023,4310513
HRV,2024,4306633
HRV,2025,4302753
HRV,2026,4298873
HRV,2027,4294993
HRV,2028,4291113
HRV,2029,4287233
HRV,2030,4283353
HTI,2021,11279396
HTI,2022,11410523
HTI,2023,11541650
HTI,2024,11672776
HTI,2025,11803903
HTI,2026,11935029
HTI,2027,12066156
HTI,2028,12197283
HTI,2029,12328409
HTI,2030,12459536
HUN,2021,9987804
HUN,2022,9978313
HUN,2023,9968822
HUN,2024,9959330
HUN,2025,9949839
HUN,2026,9940348
HUN,2027,9930857
HUN,2028,9921366
HUN,2029,9911874
HUN,2030,9902383
IDN,2021,277507650
IDN,2022,280665913
IDN,2023,283824177
IDN,2024,286982440
IDN,2025,290140703
IDN,2026,293298967
IDN,2027,296457230
IDN,2028,299615494
IDN,2029,302773757
IDN,2030,305932020
IMN,2021,89797
IMN,2022,90472
IMN,2023,91146
IMN,2024,91820
IMN,2025,92495
IMN,2026,93169
IMN,2027,93843
IMN,2028,94518
IMN,2029,95192
IMN,2030,95866
IND,2021,1400615240
IND,2022,1417174480
IND,2023,1433733721
IND,2024,1450292961
IND,2025,1466852201
IND,2026,1483411441
IND,2027,1499970681
IND,2028,1516529921
IND,2029,1533089162
IND,2030,1549648402
IRL,2021,4789709
IRL,2022,4825297
IRL,2023,4860884
IRL,2024,4896472
IRL,2025,4932060
IRL,2026,4967648
IRL,2027,5003236
IRL,2028,5038824
IRL,2029,5074412
IRL,2030,5109999
IRN,2021,87185131
IRN,2022,88302754
IRN,2023,89420377
IRN,2024,90538000
IRN,2025,91655624
IRN,2026,92773247
IRN,2027,93890870
IRN,2028,95008493
IRN,2029,96126116
IRN,2030,97243739
IRQ,2021,36055045
IRQ,2022,36585810
IRQ,2023,37116576
IRQ,2024,37647342
IRQ,2025,38178108
IRQ,2026,38708874
IRQ,2027,39239639
IRQ,2028,39770405
IRQ,2029,40301171
IRQ,2030,40831937
ISL,2021,347632
ISL,2022,350500
ISL,2023,353369
ISL,2024,356237
ISL,2025,359105
ISL,2026,361973
ISL,2027,364841
ISL,2028,367709
ISL,2029,370577
ISL,2030,373445
ISR,2021,8824980
ISR,2022,8943027
ISR,2023,9061074
ISR,2024,9179121
ISR,2025,9297168
ISR,2026,9415215
ISR,2027,9533262
ISR,2028,9651309
ISR,2029,9769356
ISR,2030,9887403
ITA,2021,60721399
ITA,2022,60857691
ITA,2023,60993984
ITA,2024,61130277
ITA,2025,61266569
ITA,2026,61402862
ITA,2027,61539155
ITA,2028,61675447
ITA,2029,61811740
ITA,2030,61948033
JAM,2021,3087540
JAM,2022,3110404
JAM,2023,3133268
JAM,2024,3156132
JAM,2025,3178996
JAM,2026,3201860
JAM,2027,3224724
JAM,2028,3247588
JAM,2029,3270452
JAM,2030,3293316
JOR,2021,8907957
JOR,2022,9058600
JOR,2023,9209244
JOR,2024,9359888
JOR,2025,9510532
JOR,2026,9661176
JOR,2027,9811819
JOR,2028,9962463
JOR,2029,10113107
JOR,2030,10263751
JPN,2021,135919746
JPN,2022,136481255
JPN,2023,137042763
JPN,2024,137604272
JPN,2025,138165780
JPN,2026,138727289
JPN,2027,139288797
JPN,2028,139850306
JPN,2029,140411814
JPN,2030,140973323
KAZ,2021,17924203
KAZ,2022,18018047
KAZ,2023,18111891
KAZ,2024,18205735
KAZ,2025,18299579
KAZ,2026,18393423
KAZ,2027,18487267
KAZ,2028,18581111
KAZ,2029,18674955
KAZ,2030,18768799
KEN,2021,49791711
KEN,2022,50564740
KEN,2023,51337769
KEN,2024,52110799
KEN,2025,52883828
KEN,2026,53656858
KEN,2027,54429887
KEN,2028,55202917
KEN,2029,55975946
KEN,2030,56748975
KGZ,2021,6335664
KGZ,2022,6402284
KGZ,2023,6468903
KGZ,2024,6535522
KGZ,2025,6602142
KGZ,2026,6668761
KGZ,2027,6735380
KGZ,2028,6802000
KGZ,2029,6868619
KGZ,2030,6935238
KHM,2021,16039497
KHM,2022,16233001
KHM,2023,16426505
KHM,2024,16620009
KHM,2025,16813513
KHM,2026,17007017
KHM,2027,17200521
KHM,2028,17394025
KHM,2029,17587529
KHM,2030,17781033
KIR,2021,114578
KIR,2022,115871
KIR,2023,117164
KIR,2024,118457
KIR,2025,119750
KIR,2026,121043
KIR,2027,122336
KIR,2028,123629
KIR,2029,124922
KIR,2030,126215
KNA,2021,47650
KNA,2022,47717
KNA,2023,47784
KNA,2024,47851
KNA,2025,47918
KNA,2026,47984
KNA,2027,48051
KNA,2028,48118
KNA,2029,48185
KNA,2030,48252
KOR,2021,55114454
KOR,2022,55552049
KOR,2023,55989644
KOR,2024,56427239
KOR,2025,56864834
KOR,2026,57302429
KOR,2027,57740024
KOR,2028,58177619
KOR,2029,58615215
KOR,2030,59052810
KWT,2021,3795525
KWT,2022,3856259
KWT,2023,3916993
KWT,2024,3977727
KWT,2025,4038461
KWT,2026,4099195
KWT,2027,4159929
KWT,2028,4220663
KWT,2029,4281397
KWT,2030,4342130
LAO,2021,7173965
LAO,2022,7263633
LAO,2023,7353302
LAO,2024,7442970
LAO,2025,7532639
LAO,2026,7622307
