CountryID,Year,Population
LAO,2027,7711976
LAO,2028,7801644
LAO,2029,7891313
LAO,2030,7980981
LBN,2021,6038718
LBN,2022,6119162
LBN,2023,6199606
LBN,2024,6280050
LBN,2025,6360494
LBN,2026,6440938
LBN,2027,6521382
LBN,2028,6601826
LBN,2029,6682270
LBN,2030,6762714
LBR,2021,4396830
LBR,2022,4458395
LBR,2023,4519959
LBR,2024,4581524
LBR,2025,4643089
LBR,2026,4704654
LBR,2027,4766218
LBR,2028,4827783
LBR,2029,4889348
LBR,2030,4950913
LBY,2021,7256115
LBY,2022,7353183
LBY,2023,7450251
LBY,2024,7547319
LBY,2025,7644387
LBY,2026,7741455
LBY,2027,7838523
LBY,2028,7935591
LBY,2029,8032659
LBY,2030,8129728
LCA,2021,189968
LCA,2022,191667
LCA,2023,193366
LCA,2024,195065
LCA,2025,196764
LCA,2026,198463
LCA,2027,200163
LCA,2028,201862
LCA,2029,203561
LCA,2030,205260
LIE,2021,40213
LIE,2022,40582
LIE,2023,40951
LIE,2024,41319
LIE,2025,41688
LIE,2026,42057
LIE,2027,42426
LIE,2028,42794
LIE,2029,43163
LIE,2030,43532
LKA,2021,22726150
LKA,2022,22921830
LKA,2023,23117511
LKA,2024,23313191
LKA,2025,23508872
LKA,2026,23704552
LKA,2027,23900232
LKA,2028,24095913
LKA,2029,24291593
LKA,2030,24487273
LSO,2021,2353462
LSO,2022,2377755
LSO,2023,2402048
LSO,2024,2426341
LSO,2025,2450634
LSO,2026,2474927
LSO,2027,2499220
LSO,2028,2523513
LSO,2029,2547806
LSO,2030,2572099
LTU,2021,3255355
LTU,2022,3254271
LTU,2023,3253187
LTU,2024,3252103
LTU,2025,3251019
LTU,2026,3249934
LTU,2027,3248850
LTU,2028,3247766
LTU,2029,3246682
LTU,2030,3245598
LUX,2021,558117
LUX,2022,562730
LUX,2023,567343
LUX,2024,571956
LUX,2025,576569
LUX,2026,581182
LUX,2027,585795
LUX,2028,590408
LUX,2029,595021
LUX,2030,599634
LVA,2021,2150318
LVA,2022,2144037
LVA,2023,2137756
LVA,2024,2131475
LVA,2025,2125194
LVA,2026,2118912
LVA,2027,2112631
LVA,2028,2106350
LVA,2029,2100069
LVA,2030,2093787
MAC,2021,613348
MAC,2022,621384
MAC,2023,629420
MAC,2024,637455
MAC,2025,645491
MAC,2026,653526
MAC,2027,661562
MAC,2028,669598
MAC,2029,677633
MAC,2030,685669
MAF,2021,43375
MAF,2022,44103
MAF,2023,44832
MAF,2024,45561
MAF,2025,46289
MAF,2026,47018
MAF,2027,47747
MAF,2028,48476
MAF,2029,49204
MAF,2030,49933
MAR,2021,37235077
MAR,2022,37647868
MAR,2023,38060658
MAR,2024,38473449
MAR,2025,38886239
MAR,2026,39299030
MAR,2027,39711821
MAR,2028,40124611
MAR,2029,40537402
MAR,2030,40950192
MCO,2021,38746
MCO,2022,39033
MCO,2023,39321
MCO,2024,39608
MCO,2025,39896
MCO,2026,40184
MCO,2027,40471
MCO,2028,40759
MCO,2029,41046
MCO,2030,41334
MDA,2021,3035230
MDA,2022,3044978
MDA,2023,3054725
MDA,2024,3064473
MDA,2025,3074221
MDA,2026,3083969
MDA,2027,3093717
MDA,2028,3103464
MDA,2029,3113212
MDA,2030,3122960
MDG,2021,24718671
MDG,2022,25089591
MDG,2023,25460511
MDG,2024,25831431
MDG,2025,26202351
MDG,2026,26573271
MDG,2027,26944191
MDG,2028,27315111
MDG,2029,27686031
MDG,2030,28056951
MDV,2021,455540
MDV,2022,462439
MDV,2023,469338
MDV,2024,476236
MDV,2025,483135
MDV,2026,490034
MDV,2027,496933
MDV,2028,503832
MDV,2029,510730
MDV,2030,517629
MEX,2021,131250942
MEX,2022,132800044
MEX,2023,134349147
MEX,2024,135898250
MEX,2025,137447352
MEX,2026,138996455
MEX,2027,140545558
MEX,2028,142094661
MEX,2029,143643763
MEX,2030,145192866
MHL,2021,66873
MHL,2022,67721
MHL,2023,68570
MHL,2024,69418
MHL,2025,70266
MHL,2026,71115
MHL,2027,71963
MHL,2028,72811
MHL,2029,73660
MHL,2030,74508
MKD,2021,2198702
MKD,2022,2207498
MKD,2023,2216295
MKD,2024,2225091
MKD,2025,2233888
MKD,2026,2242685
MKD,2027,2251481
MKD,2028,2260278
MKD,2029,2269074
MKD,2030,2277871
MLI,2021,17181416
MLI,2022,17415439
MLI,2023,17649462
MLI,2024,17883484
MLI,2025,18117507
MLI,2026,18351529
MLI,2027,18585552
MLI,2028,18819574
MLI,2029,19053597
MLI,2030,19287619
MLT,2021,457058
MLT,2022,460039
MLT,2023,463020
MLT,2024,466002
MLT,2025,468983
MLT,2026,471965
MLT,2027,474946
MLT,2028,477927
MLT,2029,480909
MLT,2030,483890
MMR,2021,57552708
MMR,2022,58126182
MMR,2023,58699656
MMR,2024,59273131
MMR,2025,59846605
MMR,2026,60420079
MMR,2027,60993554
MMR,2028,61567028
MMR,2029,62140502
MMR,2030,62713977
MNE,2021,650699
MNE,2022,652838
MNE,2023,654976
MNE,2024,657114
MNE,2025,659252
MNE,2026,661391
MNE,2027,663529
MNE,2028,665667
MNE,2029,667805
MNE,2030,669943
MNG,2021,3210708
MNG,2022,3247830
MNG,2023,3284953
MNG,2024,3322075
MNG,2025,3359198
MNG,2026,3396320
MNG,2027,3433443
MNG,2028,3470565
MNG,2029,3507688
MNG,2030,3544810
MNP,2021,68434
MNP,2022,69478
MNP,2023,70522
MNP,2024,71566
MNP,2025,72609
MNP,2026,73653
MNP,2027,74697
MNP,2028,75741
MNP,2029,76785
MNP,2030,77829
MOZ,2021,27213153
MOZ,2022,27587452
MOZ,2023,27961751
MOZ,2024,28336050
MOZ,2025,28710349
MOZ,2026,29084648
MOZ,2027,29458946
MOZ,2028,29833245
MOZ,2029,30207544
MOZ,2030,30581843
MRT,2021,4121711
MRT,2022,4182267
MRT,2023,4242823
MRT,2024,4303379
MRT,2025,4363935
MRT,2026,4424491
MRT,2027,4485047
MRT,2028,4545603
MRT,2029,4606159
MRT,2030,4666715
MUS,2021,1366856
MUS,2022,1377187
MUS,2023,1387517
MUS,2024,1397848
MUS,2025,1408179
MUS,2026,1418510
MUS,2027,1428840
MUS,2028,1439171
MUS,2029,1449502
MUS,2030,1459833
MWI,2021,17215440
MWI,2022,17467783
MWI,2023,17720125
MWI,2024,17972468
MWI,2025,18224811
MWI,2026,18477153
MWI,2027,18729496
MWI,2028,18981839
MWI,2029,19234181
MWI,2030,19486524
MYS,2021,32206479
MYS,2022,32634301
MYS,2023,33062123
MYS,2024,33489945
MYS,2025,33917767
MYS,2026,34345590
MYS,2027,34773412
MYS,2028,35201234
MYS,2029,35629056
MYS,2030,36056878
NAM,2021,2475210
NAM,2022,2508063
NAM,2023,2540917
NAM,2024,2573771
NAM,2025,2606625
NAM,2026,2639478
NAM,2027,2672332
NAM,2028,2705186
NAM,2029,2738039
NAM,2030,2770893
NCL,2021,284620
NCL,2022,288081
NCL,2023,291543
NCL,2024,295004
NCL,2025,298466
NCL,2026,301928
NCL,2027,305389
NCL,2028,308851
NCL,2029,312312
NCL,2030,315774
NER,2021,19680142
NER,2022,19997397
NER,2023,20314652
NER,2024,20631907
NER,2025,20949162
NER,2026,21266417
NER,2027,21583672
NER,2028,21900927
NER,2029,22218182
NER,2030,22535437
NGA,2021,185342311
NGA,2022,187960904
NGA,2023,190579497
NGA,2024,193198090
NGA,2025,195816683
NGA,2026,198435275
NGA,2027,201053868
NGA,2028,203672461
NGA,2029,206291054
NGA,2030,208909647
NIC,2021,6768969
NIC,2022,6853297
NIC,2023,6937626
NIC,2024,7021954
NIC,2025,7106282
NIC,2026,7190610
NIC,2027,7274938
NIC,2028,7359266
NIC,2029,7443594
NIC,2030,7527922
NLD,2021,17737609
NLD,2022,17830171
NLD,2023,17922733
NLD,2024,18015295
NLD,2025,18107857
NLD,2026,18200419
NLD,2027,18292982
NLD,2028,18385544
NLD,2029,18478106
NLD,2030,18570668
NOR,2021,5174974
NOR,2022,5201938
NOR,2023,5228902
NOR,2024,5255867
NOR,2025,5282831
NOR,2026,5309795
NOR,2027,5336759
NOR,2028,5363723
NOR,2029,5390687
NOR,2030,5417651
NPL,2021,30287481
NPL,2022,30641208
NPL,2023,30994935
NPL,2024,31348662
NPL,2025,31702389
NPL,2026,32056116
NPL,2027,32409843
NPL,2028,32763570
NPL,2029,33117297
NPL,2030,33471024
NRU,2021,11673
NRU,2022,11769
NRU,2023,11865
NRU,2024,11961
NRU,2025,12057
NRU,2026,12153
NRU,2027,12249
NRU,2028,12345
NRU,2029,12441
NRU,2030,12537
NZL,2021,4794424
NZL,2022,4834785
NZL,2023,4875146
NZL,2024,4915507
NZL,2025,4955868
NZL,2026,4996229
NZL,2027,5036589
NZL,2028,5076950
NZL,2029,5117311
NZL,2030,5157672
OMN,2021,4068794
OMN,2022,4136507
OMN,2023,4204219
OMN,2024,4271931
OMN,2025,4339643
OMN,2026,4407355
OMN,2027,4475067
OMN,2028,4542780
OMN,2029,4610492
OMN,2030,4678204
PAK,2021,209537463
PAK,2022,212570622
PAK,2023,215603781
PAK,2024,218636940
PAK,2025,221670099
PAK,2026,224703258
PAK,2027,227736417
PAK,2028,230769576
PAK,2029,233802735
PAK,2030,236835894
PAN,2021,4202501
PAN,2022,4255729
PAN,2023,4308956
PAN,2024,4362184
PAN,2025,4415411
PAN,2026,4468638
PAN,2027,4521866
PAN,2028,4575093
PAN,2029,4628320
PAN,2030,4681548
PER,2021,33752830
PER,2022,34143107
PER,2023,34533384
PER,2024,34923661
PER,2025,35313938
PER,2026,35704215
PER,2027,36094491
PER,2028,36484768
PER,2029,36875045
PER,2030,37265322
PHL,2021,108843959
PHL,2022,110290659
PHL,2023,111737360
PHL,2024,113184060
PHL,2025,114630760
PHL,2026,116077460
PHL,2027,117524160
PHL,2028,118970860
PHL,2029,120417560
PHL,2030,121864261
PLW,2021,20381
PLW,2022,20550
PLW,2023,20718
PLW,2024,20887
PLW,2025,21056
PLW,2026,21224
PLW,2027,21393
PLW,2028,21562
PLW,2029,21730
PLW,2030,21899
PNG,2021,8426268
PNG,2022,8539463
PNG,2023,8652658
PNG,2024,8765853
PNG,2025,8879048
PNG,2026,8992243
PNG,2027,9105438
PNG,2028,9218633
PNG,2029,9331828
PNG,2030,9445023
POL,2021,40344901
POL,2022,40476657
POL,2023,40608414
POL,2024,40740170
POL,2025,40871927
POL,2026,41003684
POL,2027,41135440
POL,2028,41267197
POL,2029,41398954
POL,2030,41530710
PRI,2021,3930958
PRI,2022,3950764
PRI,2023,3970569
PRI,2024,3990375
PRI,2025,4010181
PRI,2026,4029986
PRI,2027,4049792
PRI,2028,4069598
PRI,2029,4089404
PRI,2030,4109209
PRT,2021,10849443
PRT,2022,10881866
PRT,2023,10914289
PRT,2024,10946712
PRT,2025,10979135
PRT,2026,11011559
PRT,2027,11043982
PRT,2028,11076405
PRT,2029,11108828
PRT,2030,11141251
PRY,2021,7214522
PRY,2022,7308011
PRY,2023,7401500
PRY,2024,7494989
PRY,2025,7588478
PRY,2026,7681966
PRY,2027,7775455
PRY,2028,7868944
PRY,2029,7962433
PRY,2030,8055922
PSE,2021,4817104
PSE,2022,4908233
PSE,2023,4999362
PSE,2024,5090491
PSE,2025,5181620
PSE,2026,5272749
PSE,2027,5363878
PSE,2028,5455007
PSE,2029,5546136
PSE,2030,5637265
PYF,2021,308139
PYF,2022,311881
PYF,2023,315624
PYF,2024,319366
PYF,2025,323109
PYF,2026,326851
PYF,2027,330594
PYF,2028,334336
PYF,2029,338079
PYF,2030,341821
QAT,2021,2077333
QAT,2022,2120084
QAT,2023,2162835
QAT,2024,2205586
QAT,2025,2248337
QAT,2026,2291088
QAT,2027,2333839
QAT,2028,2376590
QAT,2029,2419341
QAT,2030,2462092
ROU,2021,21388240
ROU,2022,21393189
ROU,2023,21398138
ROU,2024,21403087
ROU,2025,21408035
ROU,2026,21412984
ROU,2027,21417933
ROU,2028,21422882
ROU,2029,21427831
ROU,2030,21432780
RUS,2021,150794912
RUS,2022,151134867
RUS,2023,151474821
RUS,2024,151814776
RUS,2025,152154731
RUS,2026,152494686
RUS,2027,152834640
RUS,2028,153174595
RUS,2029,153514550
RUS,2030,153854505
RWA,2021,11702578
RWA,2022,11859726
RWA,2023,12016875
RWA,2024,12174023
RWA,2025,12331172
RWA,2026,12488320
RWA,2027,12645469
RWA,2028,12802617
RWA,2029,12959766
RWA,2030,13116914
SAU,2021,33150025
SAU,2022,33687322
SAU,2023,34224620
SAU,2024,34761918
SAU,2025,35299216
SAU,2026,35836514
SAU,2027,36373812
SAU,2028,36911110
SAU,2029,37448408
SAU,2030,37985706
SDN,2021,41008840
SDN,2022,41623969
SDN,2023,42239098
SDN,2024,42854228
SDN,2025,43469357
SDN,2026,44084486
SDN,2027,44699616
SDN,2028,45314745
SDN,2029,45929874
SDN,2030,46545004
SEN,2021,14985853
SEN,2022,15203970
SEN,2023,15422086
SEN,2024,15640202
SEN,2025,15858319
SEN,2026,16076435
SEN,2027,16294552
SEN,2028,16512668
SEN,2029,16730784
SEN,2030,16948901
SGP,2021,5617617
SGP,2022,5690069
SGP,2023,5762521
SGP,2024,5834974
SGP,2025,5907426
SGP,2026,5979879
SGP,2027,6052331
SGP,2028,6124783
SGP,2029,6197236
SGP,2030,6269688
SLB,2021,629114
SLB,2022,638490
SLB,2023,647865
SLB,2024,657240
SLB,2025,666615
SLB,2026,675991
SLB,2027,685366
SLB,2028,694741
SLB,2029,704117
SLB,2030,713492
SLE,2021,7204633
SLE,2022,7294983
SLE,2023,7385334
SLE,2024,7475685
SLE,2025,7566035
SLE,2026,7656386
SLE,2027,7746737
SLE,2028,7837087
SLE,2029,7927438
SLE,2030,8017789
SLV,2021,6988861
SLV,2022,7051203
SLV,2023,7113546
SLV,2024,7175888
SLV,2025,7238231
SLV,2026,7300574
SLV,2027,7362916
SLV,2028,7425259
SLV,2029,7487602
SLV,2030,7549944
SMR,2021,34306
SMR,2022,34614
SMR,2023,34923
SMR,2024,35232
SMR,2025,35540
SMR,2026,35849
SMR,2027,36158
SMR,2028,36467
SMR,2029,36775
SMR,2030,37084
SOM,2021,14217841
SOM,2022,14427190
SOM,2023,14636540
SOM,2024,14845890
SOM,2025,15055239
SOM,2026,15264589
SOM,2027,15473938
SOM,2028,15683288
SOM,2029,15892637
SOM,2030,16101987
SRB,2021,7461821
SRB,2022,7467718
SRB,2023,7473615
SRB,2024,7479512
SRB,2025,7485408
SRB,2026,7491305
SRB,2027,7497202
SRB,2028,7503098
SRB,2029,7508995
SRB,2030,7514892
SSD,2021,10267617
SSD,2022,10406299
SSD,2023,10544980
SSD,2024,10683662
SSD,2025,10822343
SSD,2026,10961025
SSD,2027,11099707
SSD,2028,11238388
SSD,2029,11377070
SSD,2030,11515752
STP,2021,205452
STP,2022,208075
STP,2023,210699
STP,2024,213322
STP,2025,215945
STP,2026,218568
STP,2027,221192
STP,2028,223815
STP,2029,226438
STP,2030,229061
SUR,2021,571036
SUR,2022,575712
SUR,2023,580389
SUR,2024,585065
SUR,2025,589741
SUR,2026,594417
SUR,2027,599094
SUR,2028,603770
SUR,2029,608446
SUR,2030,613123
SVK,2021,5724641
SVK,2022,5745445
SVK,2023,5766249
SVK,2024,5787053
SVK,2025,5807857
SVK,2026,5828661
SVK,2027,5849465
SVK,2028,5870269
SVK,2029,5891073
SVK,2030,5911877
SVN,2021,2151873
SVN,2022,2159489
SVN,2023,2167106
SVN,2024,2174722
SVN,2025,2182338
SVN,2026,2189954
SVN,2027,2197570
SVN,2028,2205186
SVN,2029,2212802
SVN,2030,2220418
SWE,2021,9873628
SWE,2022,9912809
SWE,2023,9951991
SWE,2024,9991173
SWE,2025,10030355
SWE,2026,10069537
SWE,2027,10108718
SWE,2028,10147900
SWE,2029,10187082
SWE,2030,10226264
SWZ,2021,1256906
SWZ,2022,1272455
SWZ,2023,1288004
SWZ,2024,1303552
SWZ,2025,1319101
SWZ,2026,1334650
SWZ,2027,1350199
SWZ,2028,1365748
SWZ,2029,1381297
SWZ,2030,1396846
SXM,2021,44333
SXM,2022,45035
SXM,2023,45737
SXM,2024,46440
SXM,2025,47142
SXM,2026,47844
SXM,2027,48546
SXM,2028,49249
SXM,2029,49951
SXM,2030,50653
SYC,2021,98605
SYC,2022,99501
SYC,2023,100397
SYC,2024,101293
SYC,2025,102189
SYC,2026,103085
SYC,2027,103980
SYC,2028,104876
SYC,2029,105772
SYC,2030,106668
SYR,2021,21543981
SYR,2022,21834836
SYR,2023,22125691
SYR,2024,22416545
SYR,2025,22707400
SYR,2026,22998255
SYR,2027,23289109
SYR,2028,23579964
SYR,2029,23870819
SYR,2030,24161674
TCA,2021,36263
TCA,2022,36892
TCA,2023,37521
TCA,2024,38149
TCA,2025,38778
TCA,2026,39407
TCA,2027,40036
TCA,2028,40664
TCA,2029,41293
TCA,2030,41922
TCD,2021,13920367
TCD,2022,14135490
TCD,2023,14350614
TCD,2024,14565737
TCD,2025,14780860
TCD,2026,14995983
TCD,2027,15211106
TCD,2028,15426230
TCD,2029,15641353
TCD,2030,15856476
TGO,2021,7539474
TGO,2022,7650533
TGO,2023,7761593
TGO,2024,7872652
TGO,2025,7983711
TGO,2026,8094771
TGO,2027,8205830
TGO,2028,8316889
TGO,2029,8427949
TGO,2030,8539008
THA,2021,76256747
THA,2022,76993692
THA,2023,77730636
THA,2024,78467581
THA,2025,79204525
THA,2026,79941470
THA,2027,80678414
THA,2028,81415359
THA,2029,82152303
THA,2030,82889248
TJK,2021,8935811
TJK,2022,9054842
TJK,2023,9173872
TJK,2024,9292903
TJK,2025,9411934
TJK,2026,9530964
TJK,2027,9649995
TJK,2028,9769026
TJK,2029,9888056
TJK,2030,10007087
TKM,2021,6000365
TKM,2022,6074804
TKM,2023,6149244
TKM,2024,6223684
TKM,2025,6298124
TKM,2026,6372564
TKM,2027,6447003
TKM,2028,6521443
TKM,2029,6595883
TKM,2030,6670323
TLS,2021,1220507
TLS,2022,1234194
TLS,2023,1247881
TLS,2024,1261569
TLS,2025,1275256
TLS,2026,1288944
TLS,2027,1302631
TLS,2028,1316318
TLS,2029,1330006
TLS,2030,1343693
TON,2021,109023
TON,2022,109540
TON,2023,110057
TON,2024,110575
TON,2025,111092
TON,2026,111610
TON,2027,112127
TON,2028,112645
TON,2029,113162
TON,2030,113680
TTO,2021,1452717
TTO,2022,1461912
TTO,2023,1471107
TTO,2024,1480301
TTO,2025,1489496
TTO,2026,1498691
TTO,2027,1507885
TTO,2028,1517080
TTO,2029,1526275
TTO,2030,1535469
TUN,2021,12265514
TUN,2022,12403242
TUN,2023,12540970
TUN,2024,12678698
TUN,2025,12816426
TUN,2026,12954154
TUN,2027,13091882
TUN,2028,13229610
TUN,2029,13367338
TUN,2030,13505066
TUR,2021,83520247
TUR,2022,84471462
TUR,2023,85422678
TUR,2024,86373893
TUR,2025,87325108
TUR,2026,88276324
TUR,2027,89227539
TUR,2028,90178754
TUR,2029,91129970
TUR,2030,92081185
TUV,2021,11944
TUV,2022,12057
TUV,2023,12171
TUV,2024,12285
TUV,2025,12398
TUV,2026,12512
TUV,2027,12625
TUV,2028,12739
TUV,2029,12852
TUV,2030,12966
TZA,2021,52767436
TZA,2022,53564615
TZA,2023,54361795
TZA,2024,55158975
TZA,2025,55956154
TZA,2026,56753334
TZA,2027,57550513
TZA,2028,58347693
TZA,2029,59144873
TZA,2030,59942052
UGA,2021,38786080
UGA,2022,39393858
UGA,2023,40001636
UGA,2024,40609414
UGA,2025,41217192
UGA,2026,41824970
UGA,2027,42432748
UGA,2028,43040526
UGA,2029,43648305
UGA,2030,44256083
UKR,2021,47601061
UKR,2022,47583557
UKR,2023,47566053
UKR,2024,47548548
UKR,2025,47531044
UKR,2026,47513540
UKR,2027,47496036
UKR,2028,47478531
UKR,2029,47461027
UKR,2030,47443523
URY,2021,3553519
URY,2022,3568556
URY,2023,3583593
URY,2024,3598629
URY,2025,3613666
URY,2026,3628703
URY,2027,3643740
URY,2028,3658777
URY,2029,3673814
URY,2030,3688851
USA,2021,334586620
USA,2022,337158965
USA,2023,339731311
USA,2024,342303656
USA,2025,344876001
USA,2026,347448347
USA,2027,350020692
USA,2028,352593037
USA,2029,355165383
USA,2030,357737728
UZB,2021,33536734
UZB,2022,33959719
UZB,2023,34382703
UZB,2024,34805688
UZB,2025,35228673
UZB,2026,35651657
UZB,2027,36074642
UZB,2028,36497627
UZB,2029,36920611
UZB,2030,37343596
VCT,2021,115927
VCT,2022,116372
VCT,2023,116817
VCT,2024,117262
VCT,2025,117707
VCT,2026,118152
VCT,2027,118598
VCT,2028,119043
VCT,2029,119488
VCT,2030,119933
VEN,2021,32069405
VEN,2022,32470965
VEN,2023,32872525
VEN,2024,33274085
VEN,2025,33675645
VEN,2026,34077205
VEN,2027,34478765
VEN,2028,34880325
VEN,2029,35281885
VEN,2030,35683445
VGB,2021,30306
VGB,2022,30721
VGB,2023,31135
VGB,2024,31550
VGB,2025,31964
VGB,2026,32379
VGB,2027,32793
VGB,2028,33208
VGB,2029,33622
VGB,2030,34037
VIR,2021,126411
VIR,2022,127483
VIR,2023,128555
VIR,2024,129626
VIR,2025,130698
VIR,2026,131770
VIR,2027,132842
VIR,2028,133913
VIR,2029,134985
VIR,2030,136057
VNM,2021,101188586
VNM,2022,102308723
VNM,2023,103428860
VNM,2024,104548997
VNM,2025,105669134
VNM,2026,106789271
VNM,2027,107909408
VNM,2028,109029545
VNM,2029,110149682
VNM,2030,111269819
VUT,2021,278894
VUT,2022,282786
VUT,2023,286678
VUT,2024,290570
VUT,2025,294462
VUT,2026,298354
VUT,2027,302246
VUT,2028,306138
VUT,2029,310030
VUT,2030,313922
WSM,2021,201081
WSM,2022,202301
WSM,2023,203520
WSM,2024,204740
WSM,2025,205959
WSM,2026,207179
WSM,2027,208398
WSM,2028,209617
WSM,2029,210837
WSM,2030,212056
XKX,2021,2029428
XKX,2022,2043104
XKX,2023,2056780
XKX,2024,2070456
XKX,2025,2084132
XKX,2026,2097808
XKX,2027,2111484
XKX,2028,2125160
XKX,2029,2138836
XKX,2030,2152512
YEM,2021,27155946
YEM,2022,27585346
YEM,2023,28014745
YEM,2024,28444145
YEM,2025,28873544
YEM,2026,29302944
YEM,2027,29732344
YEM,2028,30161743
YEM,2029,30591143
YEM,2030,31020543
ZAF,2021,59671425
ZAF,2022,60404719
ZAF,2023,61138013
ZAF,2024,61871307
ZAF,2025,62604601
ZAF,2026,63337895
ZAF,2027,64071189
ZAF,2028,64804483
ZAF,2029,65537776
ZAF,2030,66271070
ZMB,2021,16293698
ZMB,2022,16538207
ZMB,2023,16782715
ZMB,2024,17027224
ZMB,2025,17271732
ZMB,2026,17516241
ZMB,2027,17760749
ZMB,2028,18005257
ZMB,2029,18249766
ZMB,2030,18494274
ZWE,2021,15379048
ZWE,2022,15568525
ZWE,2023,15758003
ZWE,2024,15947480
ZWE,2025,16136958
ZWE,2026,16326436
ZWE,2027,16515913
ZWE,2028,16705391
ZWE,2029,16894868
ZWE,2030,17084346
